kanji,top_reading,top_count,alt_readings_json
期末,きまつ,1,{}
値段表,ねだんひょう,1,{}
州都,しゅうと,1,{}
爆発物,ばくはつぶつ,1,{}
兵器,へいき,1,{}
地雷,じらい,1,{}
一等,いっとう,1,{}
洋食,ようしょく,1,{}
東洋,とうよう,1,{}
神様,かみさま,1,{}
聴診器,ちょうしんき,1,{}
分出,ぶんしゅつ,1,{}
各車両,かくしゃりょう,1,{}
使用中,しようちゅう,1,{}
便器,べんき,1,{}
美術展,びじゅつてん,1,{}
高校受験,こうこうじゅけん,1,{}
地鳴,じな,1,{}
昇降口,しょうこうぐち,1,{}
水没,すいぼつ,1,{}
温暖化,おんだんか,1,{}
寒冷,かんれい,1,{}
制服姿,せいふくすがた,1,{}
地球規模,ちきゅうきぼ,1,{}
縄文時代,じょうもんじだい,1,{}
年表,ねんぴょう,1,{}
号令,ごうれい,1,{}
屋久,やく,1,{}
姫路城,ひめじじょう,1,{}
介護,かいご,1,{}
学級会,がっきゅうかい,1,{}
朝靄,あさもや,1,{}
戦地,せんち,1,{}
入場券,にゅうじょうけん,1,{}
乗車券,じょうしゃけん,1,{}
惣菜,そうざい,1,{}
義務教育,ぎむきょういく,1,{}
実行委員,じっこういいん,1,{}
総合,そうごう,1,{}
電器店,でんきてん,1,{}
中旬,ちゅうじゅん,1,{}
学習用,がくしゅうよう,1,{}
人以上,ひといじょう,1,{}
休校,きゅうこう,1,{}
外国人選手,がいこくじんせんしゅ,1,{}
食用油,しょくようあぶら,1,{}
法被,はっぴ,1,{}
神輿,みこし,1,{}
逆転満塁,ぎゃくてんまんるい,1,{}
裏方,うらかた,1,{}
人見知,ひとみし,1,{}
年輪,ねんりん,1,{}
琵琶湖,びわこ,1,{}
適合,てきごう,1,{}
搾,しぼ,1,{}
市販,しはん,1,{}
今大会,こんたいかい,1,{}
利息,りそく,1,{}
川岸,かわぎし,1,{}
百獣,ひゃくじゅう,1,{}
針金,はりがね,1,{}
理屈,りくつ,1,{}
再生利用,さいせいりよう,1,{}
演奏旅行,えんそうりょこう,1,{}
古本屋,ふるほんや,1,{}
絶好調,ぜっこうちょう,1,{}
開催国,かいさいこく,1,{}
七夕,たなばた,1,{}
短冊,たんざく,1,{}
害虫,がいちゅう,1,{}
益虫,えきちゅう,1,{}
試験中,しけんちゅう,1,{}
一辺,いっぺん,1,{}
僕,ぼく,1,{}
冷凍食品,れいとうしょくひん,1,{}
一部分,いちぶぶん,1,{}
提出用,ていしゅつよう,1,{}
強国,きょうこく,1,{}
溺,おぼ,1,{}
悪口,わるくち,1,{}
座右,ざゆう,1,{}
銘,めい,1,{}
寝転,ねころ,1,{}
砂紋,さもん,1,{}
座禅,ざぜん,1,{}
移動式,いどうしき,1,{}
棒針,ぼうばり,1,{}
襟巻,えりまき,1,{}
花柄,はながら,1,{}
打率,だりつ,1,{}
扇,おうぎ,1,{}
土俵,どひょう,1,{}
千羽,せんば,1,{}
反対方向,はんたいほうこう,1,{}
薄目,うすめ,1,{}
廃材,はいざい,1,{}
語尾変化,ごびへんか,1,{}
母国,ぼこく,1,{}
路上,ろじょう,1,{}
隕石,いんせき,1,{}
屋根付,やねづけ,1,{}
信条,しんじょう,1,{}
画面全体,がめんぜんたい,1,{}
半球,はんきゅう,1,{}
火鉢,ひばち,1,{}
出展,しゅってん,1,{}
行儀,ぎょうぎ,1,{}
難民,なんみん,1,{}
水車,すいしゃ,1,{}
鉄塔,てっとう,1,{}
風車,ふうしゃ,1,{}
入賞,にゅうしょう,1,{}
同学年,どうがくねん,1,{}
連絡先,れんらくさき,1,{}
真顔,まがお,1,{}
福引,ふくびき,1,{}
左官,さかん,1,{}
学院,がくいん,1,{}
銅像,どうぞう,1,{}
時計台,とけいだい,1,{}
上下関係,じょうげかんけい,1,{}
連用,れんよう,1,{}
廃番,はいばん,1,{}
出席率,しゅっせきりつ,1,{}
記念切手,きねんきって,1,{}
見物人,けんぶつにん,1,{}
私服,しふく,1,{}
利子,りし,1,{}
大福,だいふく,1,{}
日本中,にほんじゅう,1,{}
投下,とうか,1,{}
右隅,みぎすみ,1,{}
水圧,すいあつ,1,{}
松葉杖,まつばづえ,1,{}
中華街,ちゅうかがい,1,{}
車同士,くるまどうし,1,{}
通行止,つうこうどめ,1,{}
学問分野,がくもんぶんや,1,{}
工学,こうがく,1,{}
風呂釜,ふろがま,1,{}
挑戦者,ちょうせんしゃ,1,{}
優勝者,ゆうしょうしゃ,1,{}
何十回,なんじゅっかい,1,{}
大統領選挙,だいとうりょうせんきょ,1,{}
世界陸上,せかいりくじょう,1,{}
地声,じごえ,1,{}
旅行券,りょこうけん,1,{}
当選番号,とうせんばんごう,1,{}
食糧不足,しょくりょうぶそく,1,{}
芋,いも,1,{}
生活上,せいかつじょう,1,{}
苦難,くなん,1,{}
遊戯,ゆうぎ,1,{}
白壁,しらかべ,1,{}
姫路,ひめじ,1,{}
天守閣,てんしゅかく,1,{}
城下町,じょうかまち,1,{}
出前,でまえ,1,{}
集合時間,しゅうごうじかん,1,{}
生計,せいけい,1,{}
義足,ぎそく,1,{}
世界記録,せかいきろく,1,{}
県外,けんがい,1,{}
留年,りゅうねん,1,{}
木登,きのぼ,1,{}
一年,いちねん,1,{}
米作,べいさく,1,{}
大草原,だいそうげん,1,{}
遊牧,ゆうぼく,1,{}
相撲,すもう,1,{}
力士,りきし,1,{}
大好物,だいこうぶつ,1,{}
恋,こい,1,{}
寝不足,ねぶそく,1,{}
創造力,そうぞうりょく,1,{}
常夏,とこなつ,1,{}
国宝,こくほう,1,{}
土偶,どぐう,1,{}
刀剣,とうけん,1,{}
私立,しりつ,1,{}
市立,しりつ,1,{}
国立,こくりつ,1,{}
半紙,はんし,1,{}
華道,かどう,1,{}
創部,そうぶ,1,{}
二次方程式,にじほうていしき,1,{}
応用問題,おうようもんだい,1,{}
補助線,ほじょせん,1,{}
丸写,まるうつ,1,{}
奮闘,ふんとう,1,{}
一発勝負,いっぱつしょうぶ,1,{}
紅白,こうはく,1,{}
日頃,ひごろ,1,{}
閉会式,へいかいしき,1,{}
日系人,にっけいじん,1,{}
日系,にっけい,1,{}
日本人観光客,にっぽんじんかんこうきゃく,1,{}
通訳者,つうやくしゃ,1,{}
道路地図,どうろちず,1,{}
熱湯,ねっとう,1,{}
氷山,ひょうざん,1,{}
綿花,めんか,1,{}
水玉模様,みずたまもよう,1,{}
丸枠,まるわく,1,{}
試合開始,しあいかいし,1,{}
闇,やみ,1,{}
成功率,せいこうりつ,1,{}
鯉,こい,1,{}
生野菜,なまやさい,1,{}
焼肉,やきにく,1,{}
頬張,ほおば,1,{}
食用,しょくよう,1,{}
乳牛,にゅうぎゅう,1,{}
炭酸飲料,たんさんいんりょう,1,{}
手助,てだす,1,{}
船酔,ふなよ,1,{}
紅潮,こうちょう,1,{}
朝夕,あさゆう,1,{}
山梨,やまなし,1,{}
桃太郎,ももたろう,1,{}
女性名,じょせいめい,1,{}
赤色,せきしょく,1,{}
母音字,ぼいんじ,1,{}
六角,ろっかく,1,{}
安売,やすう,1,{}
魚類,ぎょるい,1,{}
嚢,のう,1,{}
数千,すうせん,1,{}
巻数,かんすう,1,{}
残量,ざんりょう,1,{}
周波数,しゅうはすう,1,{}
裏返,うらかえ,1,{}
青森,あおもり,1,{}
福神漬,ふくじんづけ,1,{}
太陽神,たいようしん,1,{}
神々,かみがみ,1,{}
預言者,よげんしゃ,1,{}
黄砂,こうさ,1,{}
直伝,じきでん,1,{}
一組,ひとくみ,1,{}
安静,あんせい,1,{}
岩山,いわやま,1,{}
大学全般,だいがくぜんぱん,1,{}
平積,ひらづ,1,{}
心拍数,しんぱくすう,1,{}
号砲,ごうほう,1,{}
留守,るす,1,{}
乳類,にゅうるい,1,{}
凱旋門,がいせんもん,1,{}
都,みやこ,1,{}
裏山,うらやま,1,{}
林,はやし,1,{}
主食,しゅしょく,1,{}
直火,じかび,1,{}
裏庭,うらにわ,1,{}
解錠,かいじょう,1,{}
水道橋,すいどうばし,1,{}
死角,しかく,1,{}
平均身長,へいきんしんちょう,1,{}
横顔,よこがお,1,{}
通貨記号,つうかきごう,1,{}
資本,しほん,1,{}
工業都市,こうぎょうとし,1,{}
管状,かんじょう,1,{}
胸部,きょうぶ,1,{}
漫談,まんだん,1,{}
授与,じゅよ,1,{}
銅色,どういろ,1,{}
合宿所,がっしゅくじょ,1,{}
濃厚,のうこう,1,{}
考案者,こうあんしゃ,1,{}
秒読,びょうよ,1,{}
別解,べっかい,1,{}
運動靴,うんどうぐつ,1,{}
休養,きゅうよう,1,{}
野口,のぐち,1,{}
英世,ひでよ,1,{}
全世界,ぜんせかい,1,{}
義務化,ぎむか,1,{}
前開,ぜんかい,1,{}
胴衣,どうい,1,{}
刀,かたな,1,{}
連勝,れんしょう,1,{}
転機,てんき,1,{}
周回,しゅうかい,1,{}
高々,たかだか,1,{}
記念品,きねんひん,1,{}
生前,せいぜん,1,{}
銭箱,ぜにばこ,1,{}
片方,かたほう,1,{}
行方不明,ゆくえふめい,1,{}
七不思議,ななふしぎ,1,{}
電灯,でんとう,1,{}
修道,しゅうどう,1,{}
修道女,しゅうどうじょ,1,{}
案内書,あんないしょ,1,{}
行方不明者,ゆくえふめいしゃ,1,{}
正々堂々,せいせいどうどう,1,{}
西海岸,にしかいがん,1,{}
一列,いちれつ,1,{}
数百万,すうひゃくまん,1,{}
炭,すみ,1,{}
新聞紙,しんぶんし,1,{}
釧路,くしろ,1,{}
日本最大,にほんさいだい,1,{}
湿原,しつげん,1,{}
中都市,ちゅうとし,1,{}
気絶,きぜつ,1,{}
夏合宿,なつがっしゅく,1,{}
防波堤,ぼうはてい,1,{}
飛沫,しぶき,1,{}
波打,なみう,1,{}
家々,いえいえ,1,{}
国中,くにじゅう,1,{}
家来,けらい,1,{}
七色,なないろ,1,{}
香草,こうそう,1,{}
自給,じきゅう,1,{}
語形,ごけい,1,{}
翻訳機,ほんやくき,1,{}
文法用語,ぶんぽうようご,1,{}
暖房器,だんぼうき,1,{}
大広間,おおひろま,1,{}
皇居,こうきょ,1,{}
字形,じけい,1,{}
方位,ほうい,1,{}
磁針,じしん,1,{}
抜群,ばつぐん,1,{}
一番近,いちばんちか,1,{}
眼科,がんか,1,{}
両目,りょうめ,1,{}
聴力,ちょうりょく,1,{}
伝統料理,でんとうりょうり,1,{}
見晴,みは,1,{}
岩場,いわば,1,{}
潤,うるお,1,"{""じゅん"": 1}"
大縄,おおなわ,1,{}
盤上,ばんじょう,1,{}
王手,おうて,1,{}
最高峰,さいこうほう,1,{}
歌舞伎,かぶき,1,{}
漫才,まんざい,1,{}
出没,しゅつぼつ,1,{}
国歌,こっか,1,{}
補欠,ほけつ,1,{}
愛玩動物,あいがんどうぶつ,1,{}
時代遅,じだいおく,1,{}
小道具,こどうぐ,1,{}
何分,なんぷん,1,{}
鍵穴,かぎあな,1,{}
鮮烈,せんれつ,1,{}
鋏,はさみ,1,{}
黄緑,きみどり,1,{}
桃色,ももいろ,1,{}
本体価格,ほんたいかかく,1,{}
消費税,しょうひぜい,1,{}
回答者,かいとうしゃ,1,{}
百分率,ひゃくぶんりつ,1,{}
何十人,なんじゅうにん,1,{}
民族衣装,みんぞくいしょう,1,{}
欲張,よくば,1,{}
歌唱,かしょう,1,{}
周辺部,しゅうへんぶ,1,{}
万個,まんこ,1,{}
引退試合,いんたいじあい,1,{}
驚嘆,きょうたん,1,{}
車用,くるまよう,1,{}
私道,しどう,1,{}
留守番,るすばん,1,{}
体感,たいかん,1,{}
水辺,すいへん,1,{}
環,わ,1,{}
数億,すうおく,1,{}
年前,ねんまえ,1,{}
里,さと,1,{}
猟銃,りょうじゅう,1,{}
赤丸,あかまる,1,{}
熱気球,ねっききゅう,1,{}
月刊,げっかん,1,{}
定期刊行物,ていきかんこうぶつ,1,{}
佐賀,さが,1,{}
磁器,じき,1,{}
白地,しろぢ,1,{}
絵付,えつけ,1,{}
漆器,しっき,1,{}
和紙,わし,1,{}
猛暑日,もうしょび,1,{}
川風,かわかぜ,1,{}
義援金,ぎえんきん,1,{}
慈善,じぜん,1,{}
声優,せいゆう,1,{}
起立,きりつ,1,{}
退室,たいしつ,1,{}
味噌,みそ,1,{}
丸刈,まるがり,1,{}
終了間際,しゅうりょうまぎわ,1,{}
加水,かすい,1,{}
羽虫,はねむし,1,{}
西表,いりおもて,1,{}
二輪車,にりんしゃ,1,{}
飛来,ひらい,1,{}
姿見,すがたみ,1,{}
駄菓子,だがし,1,{}
限定版,げんていばん,1,{}
両岸,りょうがん,1,{}
測量,そくりょう,1,{}
有料化,ゆうりょうか,1,{}
自然環境,しぜんかんきょう,1,{}
全品,ぜんぴん,1,{}
座面,ざめん,1,{}
木目,もくめ,1,{}
有望,ゆうぼう,1,{}
互角,ごかく,1,{}
消灯,しょうとう,1,{}
顧,かえり,1,{}
都道,とどう,1,{}
府,ふ,1,{}
神奈川県,かながわけん,1,{}
丸焼,まるやき,1,{}
祝賀会,しゅくがかい,1,{}
年代順,ねんだいじゅん,1,{}
木曜,もくよう,1,{}
回収車,かいしゅうしゃ,1,{}
車種,しゃしゅ,1,{}
保証書,ほしょうしょ,1,{}
前半終了,ぜんはんしゅうりょう,1,{}
同点,どうてん,1,{}
観客数,かんきゃくすう,1,{}
両肩,りょうかた,1,{}
不潔,ふけつ,1,{}
上級生,じょうきゅうせい,1,{}
文具,ぶんぐ,1,{}
製造者,せいぞうしゃ,1,{}
製造会社,せいぞうがいしゃ,1,{}
広告会社,こうこくがいしゃ,1,{}
転任,てんにん,1,{}
祝勝,しゅくしょう,1,{}
送別,そうべつ,1,{}
教卓,きょうたく,1,{}
草取,くさとり,1,{}
千円,せんえん,1,{}
跡継,あとつ,1,{}
孫息子,まごむすこ,1,{}
長男,ちょうなん,1,{}
駄菓子屋,だがしや,1,{}
秒速,びょうそく,1,{}
中東,ちゅうとう,1,{}
神経質,しんけいしつ,1,{}
入選,にゅうせん,1,{}
優劣,ゆうれつ,1,{}
練習会,れんしゅうかい,1,{}
骨組,ほねぐ,1,{}
建築業,けんちくぎょう,1,{}
連休,れんきゅう,1,{}
食糧難,しょくりょうなん,1,{}
件,けん,1,{}
論評,ろんぴょう,1,{}
飛行便,ひこうびん,1,{}
赤面,せきめん,1,{}
名乗,なの,1,{}
島々,しまじま,1,{}
奄美,あまみ,1,{}
習字,しゅうじ,1,{}
激痛,げきつう,1,{}
戦国時代,せんごくじだい,1,{}
甲冑,かっちゅう,1,{}
刀傷,かたなきず,1,{}
色々,いろいろ,1,{}
単純明快,たんじゅんめいかい,1,{}
美術部,びじゅつぶ,1,{}
退部,たいぶ,1,{}
時報,じほう,1,{}
飢餓,きが,1,{}
肥満,ひまん,1,{}
貧富,ひんぷ,1,{}
瀬戸内,せとうち,1,{}
浜,はま,1,{}
木肌,きはだ,1,{}
軽石,かるいし,1,{}
総理大臣,そうりだいじん,1,{}
大臣,だいじん,1,{}
面影,おもかげ,1,{}
綿棒,めんぼう,1,{}
三部,さんぶ,1,{}
農業用,のうぎょうよう,1,{}
出勤,しゅっきん,1,{}
連絡帳,れんらくちょう,1,{}
陛下,へいか,1,{}
威厳,いげん,1,{}
紫色,むらさきいろ,1,{}
避難場所,ひなんばしょ,1,{}
見物,けんぶつ,1,{}
捜索,そうさく,1,{}
目玉,めだま,1,{}
仏塔,ぶっとう,1,{}
旧称,きゅうしょう,1,{}
西隣,にしどなり,1,{}
審査,しんさ,1,{}
顔写真,かおじゃしん,1,{}
旅券,りょけん,1,{}
免許証,めんきょしょう,1,{}
全財産,ぜんざいさん,1,{}
片道,かたみち,1,{}
老後,ろうご,1,{}
学生寮,がくせいりょう,1,{}
一間,ひとま,1,{}
一室,いっしつ,1,{}
予洗,よせん,1,{}
水道代,すいどうだい,1,{}
労力,ろうりょく,1,{}
大都会,だいとかい,1,{}
濁流,だくりゅう,1,{}
金婚式,きんこんしき,1,{}
十五夜,じゅうごや,1,{}
月見,つきみ,1,{}
明朝,みょうちょう,1,{}
周目,しゅうめ,1,{}
語呂,ごろ,1,{}
母子,ぼし,1,{}
台座,だいざ,1,{}
翻案,ほんあん,1,{}
原作,げんさく,1,{}
海賊版,かいぞくばん,1,{}
指揮棒,しきぼう,1,{}
管楽器,かんがっき,1,{}
劇団,げきだん,1,{}
元日,がんじつ,1,{}
原画,げんが,1,{}
実写映画,じっしゃえいが,1,{}
寝台列車,しんだいれっしゃ,1,{}
別行動,べつこうどう,1,{}
内戦,ないせん,1,{}
開校,かいこう,1,{}
木造,もくぞう,1,{}
袴姿,はかますがた,1,{}
街区,がいく,1,{}
印刷屋,いんさつや,1,{}
主権,しゅけん,1,{}
王政,おうせい,1,{}
無政府状態,むせいふじょうたい,1,{}
筆算,ひっさん,1,{}
勤労感謝,きんろうかんしゃ,1,{}
在庫処分,ざいこしょぶん,1,{}
分譲,ぶんじょう,1,{}
出席番号,しゅっせきばんごう,1,{}
計算練習,けいさんれんしゅう,1,{}
雨粒,あまつぶ,1,{}
中辛,ちゅうから,1,{}
片栗粉,かたくりこ,1,{}
実験用,じっけんよう,1,{}
試験管,しけんかん,1,{}
巣箱,すばこ,1,{}
肉汁,にくじゅう,1,{}
正座,せいざ,1,{}
最小単位,さいしょうたんい,1,{}
更,ふ,1,{}
母牛,ははうし,1,{}
交通渋滞,こうつうじゅうたい,1,{}
一口大,ひとくちだい,1,{}
蜂,はち,1,{}
液化,えきか,1,{}
安眠,あんみん,1,{}
袋詰,ふくろづめ,1,{}
品目,ひんもく,1,{}
店名,てんめい,1,{}
茶髪,ちゃぱつ,1,{}
仲直,なかなお,1,{}
乾季,かんき,1,{}
醜,みにく,1,"{""きたな"": 1}"
一回分,いっかいぶん,1,{}
三匹,さんびき,1,{}
子豚,こぶた,1,{}
老婦人,ろうふじん,1,{}
寝具,しんぐ,1,{}
宣伝文句,せんでんもんく,1,{}
宙,ちゅう,1,{}
一番下,いちばんした,1,{}
閉店後,へいてんご,1,{}
美女,びじょ,1,{}
観賞魚,かんしょうぎょ,1,{}
排水口,はいすいこう,1,{}
総数,そうすう,1,{}
新潟,にいがた,1,{}
激励,げきれい,1,{}
唾,つば,1,{}
新体操,しんたいそう,1,{}
上端,じょうたん,1,{}
四月,しがつ,1,{}
悪人,あくにん,1,{}
酒場,さかば,1,{}
横棒,よこぼう,1,{}
箔,はく,1,{}
樹皮,じゅひ,1,{}
日傘,ひがさ,1,{}
参考資料,さんこうしりょう,1,{}
献血,けんけつ,1,{}
衝撃音,しょうげきおん,1,{}
制限速度,せいげんそくど,1,{}
深度,しんど,1,{}
吸水,きゅうすい,1,{}
最深,さいしん,1,{}
水温,すいおん,1,{}
北上,きたかみ,1,{}
落葉,おちば,1,{}
入試,にゅうし,1,{}
小論文,しょうろんぶん,1,{}
猛獣使,もうじゅうつか,1,{}
既婚女性,きこんじょせい,1,{}
祖先,そせん,1,{}
株価,かぶか,1,{}
相場,そうば,1,{}
激辛,げきから,1,{}
解答欄,かいとうらん,1,{}
二重丸,にじゅうまる,1,{}
大合唱,だいがっしょう,1,{}
変態,へんたい,1,{}
両生類,りょうせいるい,1,{}
何十,なんじゅう,1,{}
教徒,きょうと,1,{}
懇願,こんがん,1,{}
